sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
2,2023-09-28 00:15:00,1,0.87,0.79,0.97,62.65
2,2023-09-04 18:45:00,1,0.83,0.95,0.89,42.62
3,2024-03-15 12:30:00,1,0.84,0.37,0.84,22.63
3,2024-02-06 09:00:00,0,0.79,0.02,0.01,91.85
1,2023-09-21 23:15:00,0,1.29,0.7,0.17,29.68
4,2023-12-18 19:15:00,0,0.79,0.06,0.17,42.86
3,2024-03-17 23:45:00,2,1.39,0.18,0.71,74.58
1,2023-11-27 02:45:00,0,1.06,0.38,0.87,60.87
4,2023-11-19 20:15:00,2,0.96,0.27,0.17,72.71
3,2023-10-30 16:30:00,1,1.0,0.41,0.17,78.17
3,2023-11-19 02:15:00,1,0.9,0.64,0.38,26.2
4,2023-09-22 16:00:00,0,1.07,0.84,0.66,52.36
1,2023-11-18 13:45:00,2,0.92,0.53,0.1,26.29
2,2024-03-23 01:15:00,1,1.36,0.22,0.62,67.71
4,2023-10-20 21:00:00,0,0.96,0.29,0.87,99.83
3,2024-01-29 03:30:00,1,1.1,0.48,0.79,75.01
1,2023-09-10 05:15:00,2,1.36,0.58,0.19,67.92
3,2023-09-13 17:15:00,2,0.71,0.62,0.22,28.7
3,2024-01-05 11:30:00,2,1.28,0.51,0.67,14.49
3,2023-12-26 00:00:00,2,1.18,0.73,0.97,49.78
2,2024-01-24 02:00:00,1,0.92,0.39,0.4,90.51
2,2023-09-13 23:30:00,0,1.02,0.23,0.34,46.17
1,2023-10-16 15:00:00,2,1.1,0.77,0.05,62.18
4,2024-03-24 17:45:00,2,1.34,0.76,0.71,36.63
3,2023-12-15 07:30:00,1,0.95,0.2,0.64,99.69
4,2023-11-13 05:00:00,1,0.73,0.87,0.2,81.78
4,2024-01-18 00:15:00,0,0.92,0.35,0.63,53.86
3,2024-02-28 16:00:00,1,0.74,0.59,0.57,3.33
4,2023-11-28 07:15:00,0,1.12,0.02,0.92,62.02
3,2023-09-11 13:30:00,0,0.74,0.89,0.99,69.32
3,2023-12-29 18:00:00,1,1.39,0.14,0.36,26.4
3,2023-11-15 03:45:00,1,0.86,0.03,0.58,86.4
4,2023-10-22 23:45:00,1,0.89,0.45,0.69,60.67
4,2024-01-29 21:00:00,0,0.74,0.72,0.52,44.58
3,2023-11-20 07:30:00,0,1.04,0.84,0.08,53.3
1,2023-09-12 06:15:00,2,1.11,0.44,0.92,80.08
4,2023-12-09 02:30:00,1,1.19,0.53,0.83,80.44
2,2023-09-09 06:00:00,2,0.89,0.89,0.21,90.26
3,2023-12-24 10:00:00,2,0.73,0.69,0.26,39.91
4,2023-11-01 00:30:00,1,0.98,0.42,0.15,4.09
4,2023-09-20 23:00:00,0,1.04,0.5,0.95,78.67
4,2023-10-08 18:00:00,2,0.99,0.16,0.4,55.69
3,2023-11-06 13:45:00,1,0.85,0.94,0.02,87.47
3,2023-09-21 22:15:00,0,0.79,0.47,0.04,91.46
4,2023-10-18 06:45:00,2,1.18,0.56,0.64,60.15
3,2024-02-09 21:00:00,1,0.78,0.71,0.97,67.99
4,2024-01-16 11:30:00,2,1.14,0.76,0.13,14.99
3,2024-02-05 13:15:00,0,0.7,0.41,0.03,98.46
3,2023-10-06 03:15:00,2,0.93,0.05,0.67,31.93
3,2024-03-23 03:15:00,0,1.23,0.32,0.14,35.25
2,2023-09-08 11:30:00,0,0.83,0.31,0.64,12.85
3,2023-09-08 04:45:00,1,0.7,0.25,0.01,57.89
3,2023-11-28 01:00:00,2,0.67,0.59,0.48,82.63
1,2023-09-22 20:15:00,0,0.84,0.02,0.87,81.85
4,2023-11-14 00:15:00,2,1.09,0.44,0.17,70.79
3,2023-11-26 16:00:00,2,1.13,0.51,0.59,8.29
4,2024-03-03 01:15:00,2,1.25,0.88,0.87,83.36
1,2024-02-05 10:30:00,0,0.85,0.39,0.73,30.61
4,2023-09-23 10:00:00,2,0.7,0.24,0.03,56.7
3,2024-03-15 07:00:00,1,0.86,0.97,0.96,14.89
1,2024-03-08 08:45:00,1,1.04,0.67,0.79,86.99
3,2024-01-21 11:15:00,1,1.39,0.53,0.94,29.28
4,2024-02-07 07:45:00,1,1.01,0.64,0.72,85.2
1,2024-01-31 10:15:00,1,1.4,0.01,0.06,86.79
2,2023-10-05 06:15:00,2,0.79,0.0,0.16,15.06
4,2024-01-07 06:30:00,1,0.76,0.62,0.47,51.59
2,2023-12-14 21:15:00,2,0.64,0.85,0.49,82.97
2,2024-03-24 09:15:00,2,1.21,0.83,0.81,90.91
1,2023-10-31 04:00:00,1,0.92,0.95,0.72,67.22
1,2023-09-30 21:30:00,1,1.2,0.87,0.56,17.71
2,2024-01-31 11:30:00,0,1.14,0.04,0.09,64.88
4,2024-02-23 03:45:00,1,1.29,0.59,0.16,34.72
1,2024-01-25 03:15:00,2,1.15,0.32,0.86,7.47
1,2023-09-05 12:15:00,2,1.11,0.94,0.47,80.91
4,2023-09-25 02:00:00,0,1.2,0.54,0.68,43.37
1,2024-01-19 16:15:00,2,0.84,0.42,0.65,99.89
4,2023-11-18 15:00:00,0,0.79,0.23,0.63,26.71
4,2024-02-04 14:15:00,2,0.79,0.69,0.74,58.48
3,2023-10-20 15:15:00,1,0.94,0.48,0.46,15.71
3,2023-11-01 22:45:00,1,1.01,0.02,0.9,42.41
3,2023-12-10 07:30:00,2,0.78,0.3,0.63,83.22
3,2024-01-09 19:00:00,0,0.72,0.34,0.44,18.91
1,2023-10-16 20:15:00,1,0.87,0.56,0.61,32.71
3,2023-12-16 02:30:00,2,0.81,0.98,0.76,92.1
3,2023-09-30 04:30:00,2,1.27,0.62,0.05,38.84
4,2024-01-23 05:15:00,0,1.23,0.29,0.81,35.73
3,2023-12-08 04:45:00,0,1.12,0.03,0.94,71.47
1,2023-12-20 15:15:00,1,1.33,0.14,0.8,74.13
2,2024-02-06 05:15:00,2,1.16,0.68,0.8,30.48
3,2023-12-26 18:45:00,1,0.87,0.01,0.31,33.37
4,2023-11-22 19:15:00,2,1.2,0.98,0.38,22.43
1,2023-09-23 05:30:00,2,1.38,0.94,0.51,98.73
1,2023-12-10 14:00:00,2,0.95,0.85,0.42,13.23
4,2023-11-11 23:30:00,2,1.17,0.64,0.5,25.63
1,2023-09-24 07:15:00,2,0.69,0.38,0.09,92.84
3,2023-12-31 11:30:00,0,1.09,0.04,0.79,37.73
3,2023-11-27 16:30:00,0,0.81,0.49,0.81,65.6
2,2024-01-01 18:00:00,2,1.11,0.45,0.73,18.24
3,2023-10-15 11:15:00,0,1.09,0.13,0.74,78.96
2,2023-12-23 23:00:00,0,0.91,0.08,0.61,14.3
1,2023-09-28 18:30:00,2,0.83,0.5,0.12,1.05
4,2024-01-18 11:45:00,1,0.74,0.63,0.85,80.06
2,2024-01-22 11:45:00,2,0.85,0.61,0.18,60.8
1,2023-11-30 12:45:00,0,0.88,0.13,0.34,75.67
3,2023-12-20 17:15:00,2,0.72,0.93,0.18,59.31
2,2023-12-16 07:15:00,2,0.86,0.43,0.09,7.73
3,2024-01-04 21:45:00,0,1.17,0.62,0.54,31.84
2,2023-11-29 12:45:00,2,1.06,0.55,0.47,19.08
4,2023-10-14 15:15:00,0,0.82,0.57,0.44,36.78
3,2024-01-28 10:45:00,2,0.77,0.95,0.33,45.11
3,2024-01-14 08:00:00,1,0.66,0.37,0.16,42.98
4,2024-01-02 04:45:00,0,1.08,0.17,0.83,2.89
2,2023-12-15 04:30:00,0,1.07,0.01,0.07,94.98
4,2023-10-30 01:30:00,2,1.17,0.53,0.12,66.08
1,2024-01-15 03:15:00,0,1.39,0.84,0.29,52.01
2,2024-02-13 06:15:00,1,1.15,0.98,0.34,14.6
1,2023-09-02 01:45:00,0,0.82,0.0,0.65,12.67
4,2024-02-22 02:30:00,0,0.64,0.53,0.85,49.75
3,2024-02-23 09:45:00,0,0.82,0.38,0.81,16.31
3,2024-02-17 17:15:00,1,0.79,0.2,0.58,51.59
1,2023-12-26 23:45:00,1,1.12,0.05,0.11,2.97
2,2024-02-25 21:15:00,2,1.13,0.75,0.26,95.79
4,2023-10-30 10:30:00,1,1.02,0.09,0.09,69.06
4,2024-02-07 16:00:00,2,1.18,0.8,0.32,58.41
3,2024-03-21 13:45:00,1,1.17,0.14,0.78,23.67
2,2024-01-28 04:15:00,0,0.97,0.03,0.19,3.88
4,2023-10-29 18:00:00,2,0.83,0.65,0.08,19.25
3,2024-03-19 13:45:00,1,0.86,0.74,0.93,21.25
1,2023-09-04 03:45:00,0,1.13,0.37,0.95,1.67
4,2023-10-25 02:15:00,0,1.26,0.49,0.78,99.55
3,2023-12-20 22:15:00,2,0.89,0.66,0.23,88.13
2,2023-12-20 15:45:00,1,0.83,0.04,0.3,40.98
1,2024-01-25 18:00:00,1,1.3,0.63,0.41,32.61
4,2024-02-21 02:45:00,2,0.88,0.04,0.48,98.71
2,2024-01-16 13:30:00,2,0.93,0.11,0.99,84.91
1,2024-01-28 06:30:00,0,0.82,0.51,0.96,82.31
4,2024-01-03 21:15:00,1,1.29,0.57,0.65,7.95
1,2024-01-15 17:30:00,2,1.36,0.82,0.47,18.52
3,2023-12-18 20:30:00,2,0.74,0.72,0.63,16.71
1,2024-01-21 00:30:00,0,0.78,0.67,0.72,34.32
4,2024-03-19 06:15:00,0,1.39,0.16,0.36,67.65
4,2024-03-17 12:30:00,0,1.3,0.47,0.87,25.79
1,2023-12-21 18:15:00,2,0.78,0.02,0.56,68.4
4,2023-09-07 13:30:00,2,0.64,0.83,0.59,5.64
1,2024-03-15 22:00:00,2,1.11,0.91,0.56,34.4
4,2024-02-18 04:30:00,1,0.83,0.77,0.43,2.77
4,2023-10-22 07:30:00,0,1.01,0.23,0.27,40.15
1,2024-01-30 04:15:00,1,0.76,0.16,0.54,26.18
3,2024-03-25 14:15:00,0,1.2,0.32,0.23,57.89
3,2023-09-20 06:45:00,2,1.15,0.86,0.04,82.36
2,2023-09-28 13:30:00,0,0.85,0.79,0.64,61.27
2,2023-10-16 04:30:00,0,1.12,0.46,0.79,19.63
4,2023-10-23 08:15:00,2,0.67,0.72,0.13,80.57
4,2023-12-09 23:15:00,2,0.9,0.55,0.14,16.17
2,2024-02-24 20:00:00,2,1.03,0.91,0.28,24.53
4,2023-10-21 22:45:00,1,0.88,0.38,0.78,68.51
2,2023-09-15 09:15:00,1,1.36,0.99,0.74,52.34
2,2023-11-22 18:45:00,1,0.82,0.87,0.44,90.05
2,2024-03-15 05:45:00,1,0.86,0.47,0.79,15.8
2,2024-02-09 18:30:00,1,0.85,0.09,0.65,30.26
4,2023-10-03 16:00:00,0,0.68,0.57,0.67,18.59
1,2023-11-21 12:30:00,1,0.91,0.02,0.9,62.31
4,2023-09-11 10:45:00,0,1.31,0.18,0.45,15.79
2,2023-12-25 10:45:00,0,1.37,0.08,0.12,17.47
3,2023-10-05 06:00:00,1,0.89,0.74,0.92,43.66
3,2024-03-14 07:00:00,0,1.27,0.73,0.25,62.02
3,2024-01-12 02:15:00,2,1.36,0.62,0.47,99.92
4,2023-12-30 01:15:00,2,1.24,0.66,0.34,88.32
1,2024-03-12 02:45:00,0,0.92,0.51,0.86,33.68
3,2023-09-04 18:15:00,1,1.12,0.0,0.1,91.93
2,2024-01-08 15:30:00,0,1.25,0.24,0.69,17.54
4,2023-12-24 04:15:00,1,0.75,0.74,0.85,16.42
4,2024-03-08 19:45:00,2,1.06,0.89,0.44,69.48
1,2024-02-02 13:45:00,2,0.76,0.67,0.78,28.15
4,2023-10-09 09:30:00,0,1.1,0.05,0.03,25.27
2,2024-02-16 12:30:00,0,0.85,0.56,0.71,18.96
4,2024-02-08 14:30:00,0,0.88,0.64,0.22,56.18
3,2024-01-21 22:45:00,0,1.21,0.4,0.3,27.4
3,2023-09-26 00:15:00,1,0.78,0.85,0.11,25.05
2,2023-10-03 09:00:00,2,0.8,0.92,0.19,58.06
4,2023-12-06 06:45:00,2,0.65,0.3,0.75,47.73
2,2023-09-02 06:30:00,2,1.07,0.78,0.77,18.95
2,2023-12-01 07:45:00,0,0.8,0.87,0.73,63.91
2,2023-11-16 20:15:00,0,1.1,0.9,0.48,70.67
2,2023-11-16 04:45:00,0,1.33,0.6,0.54,47.17
4,2023-10-31 19:15:00,2,0.81,0.18,0.7,46.89
2,2023-09-29 09:15:00,1,0.93,0.27,1.0,44.5
2,2023-10-26 08:30:00,0,0.7,0.43,0.67,99.63
1,2023-09-23 16:15:00,0,0.68,0.63,0.46,28.43
4,2023-12-31 23:30:00,0,0.79,0.68,0.79,61.89
1,2024-02-12 23:45:00,1,1.12,0.01,0.46,7.85
2,2023-12-28 10:15:00,0,1.16,0.61,0.11,43.85
2,2024-02-28 19:15:00,0,0.77,0.61,0.1,29.5
4,2023-12-13 03:15:00,2,0.61,0.24,0.4,36.97
3,2023-10-12 01:00:00,2,0.86,0.69,0.27,78.43
1,2023-10-20 21:30:00,2,1.2,0.65,0.79,71.37
1,2024-02-18 07:00:00,2,1.3,0.28,0.12,67.5
1,2024-03-23 02:15:00,2,0.88,1.0,0.58,45.05
1,2024-02-13 01:30:00,0,1.34,0.73,0.03,63.42
3,2023-12-14 00:15:00,1,1.23,0.18,0.19,38.74
1,2023-11-15 01:45:00,1,1.33,0.73,0.4,20.67
4,2023-09-04 07:15:00,2,1.01,0.35,0.0,12.2
1,2023-11-23 19:45:00,2,1.27,0.76,0.75,32.83
2,2023-10-17 02:00:00,1,1.01,0.01,0.26,92.14
1,2023-11-14 01:00:00,1,1.38,0.85,0.53,99.97
2,2024-02-13 01:00:00,2,1.33,0.64,0.91,83.87
1,2024-02-28 10:00:00,2,1.11,0.13,0.94,99.13
1,2023-12-07 01:15:00,0,1.06,0.78,0.99,67.01
1,2023-12-18 02:00:00,1,0.73,0.25,0.78,70.23
3,2023-12-27 08:00:00,0,0.83,0.16,0.07,44.15
2,2023-12-11 18:00:00,2,1.27,0.98,0.59,84.31
2,2023-12-20 05:00:00,2,0.62,0.12,0.05,37.85
1,2023-10-12 23:00:00,0,1.1,0.32,0.04,93.05
3,2024-01-07 22:30:00,2,1.12,0.53,0.18,99.36
1,2024-01-15 13:30:00,2,0.95,0.69,0.94,51.37
2,2023-12-24 13:30:00,1,1.35,0.19,0.71,95.34
2,2023-09-06 16:45:00,2,0.81,0.73,0.78,48.43
2,2024-03-01 18:15:00,0,1.12,0.14,0.57,63.45
3,2024-01-19 18:45:00,1,1.07,0.83,0.29,43.04
2,2023-12-23 11:45:00,1,0.97,0.22,0.62,6.22
1,2024-03-02 20:30:00,0,1.15,0.04,0.54,77.22
1,2023-09-07 15:30:00,0,0.63,0.67,0.29,95.91
2,2023-11-24 18:15:00,1,0.64,0.96,0.16,68.0
3,2024-01-27 17:30:00,0,0.66,0.64,0.61,86.76
1,2024-01-27 13:45:00,2,1.37,0.33,0.61,57.66
1,2023-12-14 04:00:00,2,1.31,0.28,0.14,31.86
3,2023-11-18 14:30:00,2,1.17,0.73,0.08,79.96
3,2024-02-25 15:15:00,2,0.68,0.31,0.55,9.82
3,2023-11-30 19:00:00,0,0.66,0.17,0.58,3.52
3,2024-03-08 11:15:00,0,1.05,0.23,0.33,35.69
2,2024-03-20 02:30:00,2,0.67,0.61,0.13,99.11
3,2024-02-13 20:15:00,1,0.97,0.01,0.46,27.17
4,2024-02-04 15:45:00,0,1.06,0.46,0.76,2.74
2,2023-09-24 23:45:00,1,1.15,0.41,0.94,24.07
4,2024-01-31 21:45:00,2,0.94,0.49,0.47,25.19
4,2023-09-06 22:30:00,2,0.98,0.48,0.45,82.43
1,2024-02-23 17:45:00,1,0.93,0.38,0.05,42.11
2,2024-03-05 01:45:00,0,0.72,0.18,0.32,64.83
4,2023-12-04 11:45:00,2,0.69,0.17,0.76,60.11
2,2024-01-19 07:30:00,0,1.03,0.72,0.7,6.18
4,2024-02-29 06:45:00,2,0.61,0.42,0.28,83.71
3,2023-11-23 09:00:00,0,1.25,0.21,0.24,14.06
2,2023-10-01 00:15:00,1,1.22,0.83,0.02,1.58
2,2023-12-04 07:15:00,0,1.39,0.39,0.89,93.2
1,2023-12-08 12:45:00,1,0.8,0.28,0.38,88.19
4,2024-03-23 20:15:00,1,0.82,0.0,0.93,18.57
2,2024-02-20 12:00:00,2,1.09,0.54,0.46,61.2
2,2024-01-09 04:00:00,0,0.81,0.77,0.64,19.56
3,2024-01-11 00:00:00,0,1.24,0.77,0.61,49.48
4,2023-11-05 22:45:00,2,0.96,0.84,0.78,97.29
2,2023-11-18 23:30:00,0,1.32,0.5,0.26,31.13
2,2023-12-04 17:15:00,0,1.17,0.81,0.64,95.03
2,2024-03-07 12:30:00,1,1.31,0.33,0.7,36.58
1,2024-03-15 14:30:00,0,1.0,0.87,0.05,30.84
3,2023-10-16 01:00:00,1,0.89,0.05,0.89,20.6
3,2023-12-09 14:30:00,2,1.06,0.14,0.1,68.38
4,2023-12-23 03:15:00,1,0.68,0.04,0.49,79.71
4,2024-02-12 11:15:00,1,1.06,0.68,0.68,93.19
2,2024-03-10 11:30:00,1,0.91,0.37,0.73,12.08
3,2024-01-16 02:15:00,2,0.91,0.6,0.34,10.07
4,2024-02-13 10:00:00,2,0.95,0.86,0.96,96.15
2,2024-02-11 15:30:00,2,1.3,0.43,0.49,50.04
3,2024-03-27 16:30:00,2,1.12,0.55,0.3,39.21
3,2024-01-23 14:00:00,1,0.96,0.61,0.49,93.8
3,2024-02-09 23:15:00,2,1.29,0.12,0.88,39.79
1,2023-09-19 23:30:00,2,1.08,0.79,0.07,97.59
4,2024-03-24 03:15:00,0,0.66,0.24,0.48,88.5
1,2023-12-20 12:15:00,2,0.62,0.67,0.7,2.58
2,2023-10-01 21:15:00,2,1.19,0.1,0.45,83.9
2,2023-11-02 23:45:00,0,1.24,0.16,0.82,98.47
1,2023-12-13 10:15:00,0,1.32,0.05,0.57,8.93
3,2024-03-12 05:45:00,2,1.31,0.43,0.95,68.19
2,2023-11-30 15:45:00,1,0.73,0.41,0.71,88.22
4,2023-10-09 09:00:00,0,1.02,0.93,0.84,74.67
4,2023-09-22 09:45:00,2,0.68,0.22,0.09,10.92
4,2023-10-11 18:00:00,0,1.33,0.12,0.76,38.01
1,2023-10-16 14:15:00,2,1.0,0.25,0.42,49.75
1,2023-12-31 07:00:00,1,1.29,0.74,0.04,48.74
3,2023-10-03 07:45:00,2,0.76,0.18,0.31,74.16
2,2024-01-31 00:30:00,2,0.96,0.28,0.99,31.72
4,2023-11-03 18:15:00,1,1.06,0.29,0.19,76.41
1,2024-03-05 20:00:00,1,1.27,0.64,0.92,88.03
4,2023-11-09 22:15:00,0,1.17,0.2,0.66,29.02
2,2023-09-16 15:15:00,2,0.86,0.81,0.77,50.67
4,2024-01-12 19:00:00,0,0.73,0.96,0.2,72.89
1,2023-11-27 21:30:00,1,0.91,0.01,0.25,41.31
2,2023-10-22 06:30:00,0,0.82,0.86,0.46,39.03
4,2023-09-08 06:15:00,2,1.15,0.94,0.15,5.34
2,2024-03-18 09:00:00,2,0.72,0.41,0.59,8.94
4,2024-01-27 06:45:00,1,0.87,0.08,1.0,96.79
2,2024-01-20 23:15:00,1,0.86,0.42,0.87,2.02
1,2024-02-10 08:00:00,2,0.62,0.65,0.31,79.63
1,2023-12-31 06:45:00,2,1.38,0.1,0.19,68.36
3,2023-11-10 02:15:00,0,0.8,0.44,0.98,91.33
4,2023-12-09 13:00:00,2,0.84,0.6,0.25,0.14
1,2023-09-02 23:30:00,1,1.22,0.74,0.34,14.24
2,2024-02-01 21:15:00,2,1.09,0.45,0.83,12.12
1,2023-12-02 20:30:00,1,1.21,0.44,0.29,91.94
1,2024-02-19 14:00:00,2,0.71,0.48,0.72,24.5
1,2024-02-06 10:00:00,0,1.08,0.01,0.81,88.04
3,2023-11-20 18:30:00,2,0.74,0.47,0.89,77.83
2,2024-03-22 05:15:00,1,1.26,0.15,0.93,12.77
3,2023-10-04 14:45:00,0,0.92,0.16,0.37,0.73
2,2023-11-01 01:15:00,1,0.62,0.88,0.38,81.56
1,2024-03-14 08:30:00,1,1.19,0.58,0.52,63.81
2,2023-12-24 04:45:00,0,0.8,0.29,0.83,20.42
2,2023-09-03 22:00:00,0,0.95,0.71,0.68,12.13
1,2023-12-31 23:45:00,2,1.22,0.99,0.18,85.46
4,2024-02-27 03:30:00,0,1.38,0.2,0.73,13.68
3,2024-03-10 06:15:00,0,1.38,0.24,0.71,11.55
4,2024-03-06 09:15:00,0,1.32,0.52,0.06,36.81
2,2023-10-05 15:00:00,1,0.66,0.11,0.74,53.65
1,2023-10-27 02:00:00,2,1.19,0.99,0.66,53.88
2,2023-09-02 23:00:00,2,0.68,0.52,0.32,43.75
4,2023-09-14 20:00:00,0,1.35,0.34,0.23,88.82
3,2023-11-30 11:15:00,0,0.88,0.58,0.66,8.77
3,2023-12-19 11:30:00,0,0.64,0.19,0.74,80.27
1,2024-01-05 13:00:00,0,1.2,0.17,0.46,22.44
4,2023-12-29 02:30:00,1,0.85,0.62,0.29,93.94
2,2023-12-23 06:45:00,1,1.2,0.57,0.67,77.6
4,2024-02-28 08:15:00,0,1.32,0.68,0.05,74.56
3,2023-12-23 00:30:00,2,0.75,0.91,0.55,22.93
1,2023-11-04 00:15:00,1,0.69,0.72,0.98,94.22
2,2023-09-23 09:45:00,0,0.69,0.08,0.07,2.23
2,2024-01-15 18:00:00,2,0.68,0.61,0.31,56.93
4,2024-02-11 19:00:00,1,0.93,0.54,0.48,90.46
2,2023-10-20 15:30:00,2,0.79,0.56,0.9,69.78
4,2023-11-19 16:45:00,1,1.12,0.02,0.88,42.67
2,2023-10-17 20:15:00,1,0.66,0.38,0.87,54.98
1,2023-12-05 11:00:00,1,0.74,0.53,0.83,7.18
2,2024-02-21 09:45:00,1,1.12,0.12,0.24,12.15
2,2023-12-23 23:30:00,2,0.88,0.69,0.93,74.86
4,2023-09-14 17:30:00,1,1.36,0.46,0.33,41.62
4,2023-12-11 20:00:00,0,0.99,0.15,0.6,62.75
1,2024-03-10 12:15:00,2,1.35,0.78,0.16,54.47
4,2024-03-05 03:00:00,1,0.65,0.59,0.32,31.72
1,2024-03-05 23:45:00,1,1.09,0.46,0.11,89.74
4,2024-01-30 19:00:00,1,0.8,0.32,0.88,1.18
2,2023-09-11 06:30:00,1,0.86,0.07,0.29,80.88
1,2023-12-23 14:00:00,0,1.09,0.88,0.38,71.65
2,2024-01-11 23:00:00,0,0.74,0.8,0.82,99.3
3,2024-01-07 08:15:00,0,0.71,0.35,0.28,87.82
4,2023-12-04 21:30:00,1,1.33,0.27,0.44,16.14
1,2023-12-31 14:15:00,2,1.38,0.28,0.49,30.43
4,2023-09-30 00:30:00,2,1.19,0.14,0.88,75.37
1,2024-01-01 04:15:00,0,1.01,0.01,0.07,51.92
4,2023-09-29 20:30:00,1,0.73,0.66,0.65,98.73
2,2024-01-04 03:45:00,2,0.62,0.26,0.22,38.41
2,2023-12-16 05:00:00,1,1.37,0.68,0.82,33.05
1,2023-12-14 09:30:00,1,0.78,0.14,0.55,66.74
1,2023-12-13 13:15:00,1,1.28,0.89,0.46,91.47
2,2023-10-05 00:00:00,0,1.37,0.95,0.31,13.68
3,2023-10-27 07:30:00,0,1.32,0.22,0.56,22.63
2,2024-03-21 21:15:00,2,1.4,0.22,0.1,95.26
1,2023-10-15 08:30:00,2,1.28,0.74,0.21,21.14
4,2023-12-20 07:15:00,1,1.3,0.33,0.21,40.88
4,2024-01-23 14:30:00,2,0.75,0.36,0.97,46.6
3,2023-12-18 00:30:00,0,0.8,0.95,0.99,94.53
2,2024-01-02 21:30:00,1,0.83,0.58,0.89,44.66
1,2024-01-06 10:15:00,1,1.18,0.13,0.58,77.75
1,2023-10-19 12:45:00,2,0.79,0.56,0.82,31.66
1,2024-01-28 09:45:00,0,0.83,0.38,0.88,38.65
4,2023-09-10 09:45:00,1,0.79,0.13,0.07,72.43
3,2023-09-22 20:30:00,1,1.07,0.6,0.23,94.88
3,2024-01-17 13:45:00,1,0.94,0.28,0.66,73.56
3,2023-12-02 04:45:00,0,0.85,0.07,0.1,71.88
3,2024-02-06 22:15:00,0,0.74,0.32,0.29,21.76
3,2023-10-29 08:30:00,2,1.15,0.77,0.7,53.01
4,2024-01-10 17:15:00,2,1.26,0.62,0.01,66.18
4,2023-12-06 17:30:00,0,0.66,0.83,0.74,86.99
2,2023-12-15 23:15:00,0,1.21,0.88,0.89,16.56
3,2023-11-20 21:45:00,2,1.0,0.63,0.45,25.81
1,2024-02-21 14:45:00,2,0.96,0.93,0.98,31.49
3,2024-01-10 10:45:00,2,0.83,0.42,0.23,33.12
1,2024-03-08 08:15:00,1,0.78,0.88,0.8,81.99
1,2023-12-28 09:00:00,2,1.24,0.26,0.15,26.3
2,2024-03-09 10:30:00,2,1.11,1.0,0.86,41.04
2,2023-11-04 15:00:00,2,1.02,0.99,0.37,29.2
2,2023-11-04 15:30:00,1,1.2,0.01,0.91,1.6
3,2024-01-04 02:45:00,0,1.08,0.64,0.37,41.8
4,2024-03-11 17:15:00,1,0.98,0.51,0.64,74.28
4,2024-03-20 22:30:00,1,1.36,0.67,0.74,96.43
3,2024-01-02 02:30:00,1,1.18,0.11,0.94,23.58
4,2024-02-17 10:30:00,1,1.31,0.93,0.71,87.6
2,2023-11-15 20:15:00,1,0.94,0.95,0.28,92.23
2,2024-01-25 19:00:00,1,0.93,0.28,0.24,34.49
4,2023-09-04 10:45:00,1,1.36,0.15,0.82,67.25
3,2024-03-13 02:15:00,1,1.08,0.53,0.92,99.1
3,2024-01-01 09:45:00,0,1.13,0.85,0.4,84.32
4,2023-11-19 06:30:00,2,1.33,0.86,0.28,69.01
2,2023-12-01 00:45:00,1,1.07,0.42,0.18,0.39
3,2024-02-15 03:00:00,2,0.78,0.1,0.02,90.05
4,2023-11-19 05:00:00,0,1.26,0.3,0.14,68.51
3,2024-01-19 11:30:00,2,1.1,0.99,0.13,25.49
3,2024-02-09 22:45:00,1,1.22,0.63,0.54,1.22
4,2023-12-20 20:45:00,0,1.22,0.85,0.67,53.56
1,2023-09-20 04:00:00,0,0.9,0.6,0.34,72.98
3,2024-03-24 22:30:00,1,0.96,0.99,0.73,2.16
3,2024-01-08 21:15:00,2,1.05,0.76,0.61,74.85
1,2024-03-06 09:30:00,0,1.02,0.05,0.45,90.56
2,2023-09-12 14:00:00,0,0.65,0.86,0.2,45.05
4,2023-09-30 14:30:00,2,0.95,0.7,0.13,3.92
2,2024-03-01 12:45:00,0,0.76,0.58,0.13,96.63
4,2023-09-06 05:30:00,2,1.18,0.76,0.59,43.01
4,2023-09-05 22:15:00,0,1.06,0.75,0.37,86.75
2,2024-03-18 17:45:00,1,0.72,0.87,0.02,32.06
4,2023-12-12 07:45:00,1,0.86,0.31,0.91,36.02
1,2024-02-19 07:30:00,2,0.64,0.37,0.06,95.33
4,2024-01-22 04:45:00,0,0.64,0.78,0.68,35.29
3,2023-09-05 19:45:00,2,1.17,0.1,0.3,12.41
3,2023-12-08 19:15:00,1,1.39,0.03,0.38,28.98
3,2023-10-19 21:15:00,1,0.95,0.1,0.34,13.37
4,2024-02-01 07:00:00,2,0.67,0.24,0.7,1.64
3,2023-09-12 01:00:00,1,1.22,0.79,0.15,25.53
1,2023-10-15 23:30:00,2,1.27,0.01,0.72,37.89
2,2024-03-20 03:15:00,0,0.93,0.25,0.16,52.15
1,2023-12-20 03:15:00,1,0.85,0.08,0.62,94.66
3,2023-10-06 22:00:00,1,0.88,0.24,0.4,10.88
2,2024-03-10 10:30:00,1,1.3,0.43,0.75,42.84
4,2023-09-20 07:45:00,0,1.15,0.25,0.08,91.46
4,2023-11-04 21:15:00,2,1.17,0.87,0.68,66.22
3,2024-03-22 23:00:00,1,1.05,0.73,0.64,9.57
4,2023-12-03 08:45:00,1,1.38,0.77,0.91,61.98
